日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,工作網址
2020-06-05,會計助理,華森葳國際教育用品有限公司,新北市林口區文化二路,"35,000","1	每日系統核銷處理銀行收款、付款帳務，處理全部銀行收、付款作業，並核實確認銀行對帳單結餘與系統銀行收、付款結餘吻合情況，每月處理銀行餘額調解表。2	協助公司例行性帳務處理。3	收發、記錄及彙整交易產生之原始憑證，並登錄ERP系統上。4	進項發票管理及銷項發票開立。5	整理廠商貨款或費用等應付款項帳務。6	審核各項費用支付之發票、單據及帳務處理。7	財物相關資料整理及裝訂保管。8	其他主辦會計交辦事項。9      公司目前使用正航系統。-工作環境單純，歡迎加入-要求條件 ● 一般商業學類,會計學類 相關科系 ● 擁有 輕型機車 駕照 ● 自備 輕型機車",新北市林口區,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/79762411/
2020-05-29,日班晚班工讀生,智捷記帳士事務所,台中市西屯區何厝東一街,158,"1.會計事務所之記帳報稅等事務性工作2.協助主管服務客戶及各項報稅事宜要求條件 ● 財務金融學類,會計學類 相關科系 ● 擁有 輕型機車,普通重機車 駕照 ● 自備 輕型機車,普通重機車",台中市西屯區,無工作經驗可,"專科,大學,碩士",https://www.1111.com.tw/job/75820278/
2020-06-02,財務人員,竹城建設股份有限公司,台北市內湖區瑞光路,"25,000","1.資金調度、銀行往來業務 2.須具備出納及會計相關事務經驗 3.應收付帳務處理 4.工作細心負責，對數字敏感度高要求條件 ● 會計學類,財務金融學類 相關科系 ● 擁有 輕型機車,普通重機車 駕照",台北市內湖區,2年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91129657/
2020-06-05,董事長秘書特助,三二行館(彩色人生興業股份有限公司),villa32,面議（經常性薪資4萬/月含以上）,"1.金融交易相關2.股票期貨操作3.辦公軟件熟練。Excel, Word, PPT等軟件的熟練操作。 4.學習能力強，態度積極，處事果斷，勤於思考，耐心學習。 5.認真細心，工作負責，勤於回報 工作内容。 6.負責主管工作行程之規劃安排，並隨行陪同。 7.整理簽核文件及發送，並負責追蹤執行狀況，隨時掌控進度。 8.負責會議安排與通知，製作會議記錄並追蹤處理決議事項。 9.負責行政事務流程之溝通、整合及規劃。 10.需有財務金融及秘書相關經驗。要求條件 ● 財務金融學類,觀光休閒學類,會計學類 相關科系 ● 擁有 普通小型車 駕照",台北市北投區,3年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/55730381/
2020-06-02,會計人員,金冠隆營造有限公司,新竹市北區東大路,"30,000","1.辦理現金及銀行往來事項 2.傳票及財務報表編製 3.審核各項費用單據及相關帳務處理具相關經驗者佳要求條件 ● 會計學類,一般商業學類,財務金融學類 相關科系 ● 擁有 輕型機車,普通小型車,普通重機車 駕照",新竹市北區,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/85135925/
2020-06-02,會計人員(大林),信効化工廠股份有限公司中埔展示中心,嘉義縣中埔鄉金蘭村頂山門6之10號,"26,000","※需有會計相關背景經歷※會使用ERP系統1 .辦理銀行現金存款、提款、匯款、轉帳作業。2 .執行一般現金收付作業。3 .管理零用金異動及撥補作業。4 .製作出納科目餘額表、收款日報表、銀行存款收支日報表、銀行往來授信明細表等。5 .負責費用預估、控管及報表製作。6 .盤點公司存貨、計算員工佣金、貨款折讓等。7 .客戶資料維護和管理、訂單處理和銷售報表統計。8 .負責公司行政文書資料處理工作。※排休週一到週五，月休8天※確認面試或到職日期時，如臨時不克前來，請務必來電通知，謝謝要求條件 ● 會計學類,財務金融學類,數理統計學類 相關科系",嘉義縣大林鎮,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/77181868/
2020-06-04,出納進出貨人員,新合發冷凍食品股份有限公司,宜蘭縣五結鄉利工二路,"24,000","1.辦理銀行現金存款、提款、匯款、轉帳作業以及開立支票。 2.執行一般現金收付作業。 3.核對儲存現金與記錄是否相符合。 4.管理零用金異動及撥補作業。 5.製作出納科目餘額表、收款日報表、利息收入調節表、銀行存款收支日報表、銀行往來授信明細表等。 6.原料進出貨及庫存報表 6.主管交代事項要求條件 ● 擁有 輕型機車,普通重機車 駕照",宜蘭縣五結鄉,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/80214624/
2020-06-01,FC-財務管理師,泰金寶電通股份有限公司,新北市深坑區北深路,"28,000",a) 負責出納製作b) 報表管理與事項追蹤c) 匯款、開票等銀行事務作業d)主管交辦事項要求條件 ● 商業及管理學門 相關科系,新北市深坑區,2年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/91497565/
2020-06-01,內勤電話行銷專員,長行行銷股份有限公司,高雄市苓雅區四維三路,"25,000","此職務為內勤電話行銷專員，服務既有會員及客戶，無需陌生開發。透過電話行銷模式提供客戶優惠專案，無須外出拜訪，所賺到的每一分錢都實實在在進入自己的口袋，保障底薪及高額獎金制度，讓您同時擁有專業及高收入。1.保障底薪25,000(不倒扣)+高額業績獎金2.精準客戶名單(非流水編號、不需陌生開發、不用找親友)3.單純內勤工作，無需外出風吹日曬4.公司提供完整教育訓練及輔導機制，讓您可以快速上手",高雄市苓雅區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/77760819/
2020-06-03,【總公司】財務管理部－財務課主管,摩斯漢堡(安心食品服務股份有限公司),台北市中山區松江路,面議（經常性薪資4萬/月含以上）,"1.資金調度規劃，包含審核日常資金調撥管理、付款出納及應收帳款管理作業。2.擬訂公司財務投資規劃，包含「中長期投資案件評估」及執行。3.協助海外轉投資公司資金運用規劃。4.執行主管交辦專案任務。要求條件 ● 財務金融學類,會計學類,財政學類 相關科系",台北市中山區,5年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/76546191/
2020-06-02,會計/財務助理(台北/台中辦事處),新華中國際實業有限公司,台北市中正區懷寧街,"27,000",1.辦理銀行現金存款、提款、匯款、轉帳作業。 2.執行一般現金收付作業。 3.核對儲存現金與記錄是否相符合。 4.管理零用金異動及撥補作業。 5.製作出納科目餘額表、收款日報表、利息收入調節表、銀行存款收支日報表、銀行往來授信明細表等。 6.完成老闆交代事項。7.會資產負債損益表8.會工商登記9.帳目查核,台中市烏日區,2年工作經驗以上,不拘,https://www.1111.com.tw/job/86005407/
2020-05-29,記帳組員(月薪26400-33300),智捷記帳士事務所,台中市西屯區何厝東一街,"26,400","1.會計事務所服務客戶之記帳報稅勞健保等事務性工作2.協助主管服務客戶及各項報稅事宜3.每年例行國稅局個單元是向申報工作.4.稅務申報軟體操作.5.試用期約一個月以時薪計.要求條件 ● 財務金融學類,會計學類 相關科系 ● 擁有 輕型機車,普通重機車 駕照 ● 自備 輕型機車,普通重機車",台中市西屯區,1年工作經驗以上,"專科,大學,碩士",https://www.1111.com.tw/job/52308956/
2020-06-05,★【內湖區】採訪編輯／企畫編輯,保銷國際文化事業股份有限公司,台北市內湖區行愛路78巷,"30,000","1.	對金融保險等財經相關領域議題，具高度關注熱忱，且能獨立執行深度報導。2.	需負責雜誌與書籍之採訪編輯與企劃製作，具備一年以上採訪相關經驗尤佳。3.	能開發財經、金融保險專題採訪寫作，對人物觀察敏銳，資料分析、蒐集整理等。4.	具備財經、金融保險、新聞傳播系等背景，口條好，有數位影音編輯與能力尤佳。5.	具備品牌推廣與宣傳構想、文案撰寫的能力。6.	須配合國外短期出差。7.	應徵時請附上作品，以雜誌專題尤佳。要求條件 ● 一般大眾傳播學類,其他傳播及資訊學類 相關科系",台北市內湖區,1年工作經驗以上,大學,https://www.1111.com.tw/job/85858643/
2020-06-01,財務主管,群友旅行社有限公司,台中市豐原區圓環北路,面議（經常性薪資4萬/月含以上）,財務管理主管,台中市西屯區,1年工作經驗以上,不拘,https://www.1111.com.tw/job/55645416/
2020-06-05,9．《財務部》財務專員,甲山林建設機構_甲山林廣告股份有限公司,台北市大安區忠孝東路,面議（經常性薪資4萬/月含以上）,"1.財務資金規劃及調度2.銀行融資及財務報表編制3.財務內控規劃設計4.具2年以上財務相關經驗佳要求條件 ● 會計學類,財務金融學類 相關科系",台北市松山區,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/91511454/
2020-06-02,財務出納調度專員,億光電子工業股份有限公司,新北市樹林區中華路,"38,000","1. 辦理銀行現金存款、提款、匯款、轉帳作業。2. 執行一般現金收付作業。3. 核對儲存現金與記錄是否相符合。4. 製作出納科目餘額表、收款日報表、利息收入調節表、銀行存款收支日報表、銀行往來授信明細表等。5. 估算財務應收應付利息。6. 完成例行付款開票及電子支付作業。7. 匯整交易產生之憑證。8. 處理廠商貨款或費用等應付款項付款事宜。9. 客戶應收款項入帳。10.配合財報需要，備妥查帳準備資料。11.定期編製帳務報表及其他財務分析資料。12.公司資金調度事宜。要求條件 ● 財務金融學類,會計學類,企業管理學類 相關科系",新北市樹林區,3年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/84873119/
2020-06-01,內勤電話行銷專員,長行行銷股份有限公司,高雄市苓雅區四維三路,"25,000","此職務為內勤電話行銷專員，服務既有會員及客戶，無需陌生開發。透過電話行銷模式提供客戶優惠專案，無須外出拜訪，所賺到的每一分錢都實實在在進入自己的口袋，保障底薪及高額獎金制度，讓您同時擁有專業及高收入。1.保障底薪25,000(不倒扣)+高額業績獎金2.精準客戶名單(非流水編號、不需陌生開發、不用找親友)3.單純內勤工作，無需外出風吹日曬4.公司提供完整教育訓練及輔導機制，讓您可以快速上手",高雄市苓雅區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/77760819/
2020-06-02,財務專員(儲備幹部),東碱股份有限公司,台北市大安區敦化南路,"35,000",工作說明：公司及轉投資財務相關業務/國內外金融機構短中長期融資業務洽談/資金調度(借款、還款(本息)、利率議價)/編制各項管理及預估報表/財務專案作業協助/ ERP系統經驗/主管交辦事項要求條件 ● 商業及管理學門 相關科系,台北市大安區,3年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/79835712/
2020-06-01,FC-財務管理師,泰金寶電通股份有限公司,新北市深坑區北深路,"28,000",a) 負責出納製作b) 報表管理與事項追蹤c) 匯款、開票等銀行事務作業d)主管交辦事項要求條件 ● 商業及管理學門 相關科系,新北市深坑區,2年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/91497565/
2020-06-05,出納/會計,美雅國際企業股份有限公司(美體小舖THE BODY SHOP),台北市松山區南京東路,面議（經常性薪資4萬/月含以上）,1.辦理銀行現金存款、提款、匯款、轉帳作業。 2.執行一般現金收付作業。 3.核對儲存現金與記錄是否相符合。 4.製作出納科目餘額表、收款日報表、利息收入調節表、銀行存款收支日報表、銀行往來授信明細表等。 5. 執行主管交辦事項要求條件 ● 商業及管理學門 相關科系,台北市松山區,3年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/85032028/
2020-05-29,記帳組員(月薪26400-33300),智捷記帳士事務所,台中市西屯區何厝東一街,"26,400","1.會計事務所服務客戶之記帳報稅勞健保等事務性工作2.協助主管服務客戶及各項報稅事宜3.每年例行國稅局個單元是向申報工作.4.稅務申報軟體操作.5.試用期約一個月以時薪計.要求條件 ● 財務金融學類,會計學類 相關科系 ● 擁有 輕型機車,普通重機車 駕照 ● 自備 輕型機車,普通重機車",台中市西屯區,1年工作經驗以上,"專科,大學,碩士",https://www.1111.com.tw/job/52308956/
2020-06-01,財務主管,群友旅行社有限公司,台中市豐原區圓環北路,面議（經常性薪資4萬/月含以上）,財務管理主管,台中市西屯區,1年工作經驗以上,不拘,https://www.1111.com.tw/job/55645416/
2020-06-01,會計人員,百城機械企業有限公司,台南市仁德區民安路,"30,000","1.審核有關各項費用支付之發票、單據及帳務處理。2.審核廠商貨款或費用等應付款項帳務。3. 銀行存提匯款轉帳、借款申請備件、登錄、動撥作業4. 一般現金收付款、開票、銀行資金調撥出納作業處理5. 零用金撥補與異動管理作業6. 製作銀行存款明細表、融資狀況表、調節表編製等報表編製7.審核客戶應收款項帳務。8.審核其他一般會計帳務9. 廠商付款作業10. 配合會計師查帳及資料準備11. 會計師事務所及有ERP經驗者尤佳12. 其他主管交辦事要求條件 ● 會計學類 相關科系 ● 乙級會計事務技術士,丙級會計事務技術士 專業憑證 ● 擁有 普通重機車 駕照 ● 自備 普通重機車",台南市仁德區,2年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/91441216/
2020-06-05,會計-系統櫃加工廠(詮竣廠),員立系統家具(員立興業有限公司),新北市林口區粉寮路,"23,800","1.公司一般現金收付作業,銀行存提款作業 2.銷貨單計價、應收帳款製表 3.會計傳票帳務作業、結算廠商請款付款作業 4.每月財務報表編製 5.客戶帳款催收、跑銀行.郵局。",新北市林口區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/84799441/
2020-06-03,板橋區【行政組長】,馥笙保全股份有限公司,新北市板橋區文化路,"33,000","工作內容: 1. 召開會議並執行會議決議事項。 2. 指揮監督所屬員工推行會務與業務。 3. 規劃安全等管理事項。 4. 處理社區事務及負責相關人員的溝通協調。 5. 訓練、考核、獎懲所屬員工。 以上享勞退提撥外加,勞、健保、團保。 若對我們的工作機會有興趣，請盡快與我們聯絡確定面談日期。謝謝您! 聯絡人員：吳襄理 公司電話: (02)8251-0167 手機聯絡：0930-765-470(吳襄理) 公司地址: 新北市板橋區文化路一段100號3樓 (漢生東路口全國電子旁，1樓大門自假髮店旁104巷進入，近捷運新埔站2號出口)要求條件 ● 擁有 輕型機車,普通重機車 駕照",新北市板橋區,5年工作經驗以上,不拘,https://www.1111.com.tw/job/91201682/
2020-06-01,會計人員,兆鴻藥業有限公司,高雄市鼓山區中華一路,"24,000","1.辦理銀行現金存款、提款、匯款、轉帳作業。2.執行一般現金收付作業。3.核對儲存現金與記錄是否相符合。4.管理零用金異動及撥補作業。5.製作出納科目餘額表、收款日報表、利息收入調節表、銀行存款收支日報表、銀行往來授信明細表等。要求條件 ● 會計學類,經濟學類,心理學類 相關科系",高雄市鼓山區,3年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/78421272/
2020-06-04,【轉職培訓專案】客服諮詢專員(無經驗可/無需加班),盈德網絡服務有限公司,台北市松山區八德路,"30,000","客服工作說明： 1. 服務金融外商在大中華地區之客戶，從事客服諮詢並維繫顧客關係。 2. 線上協助進線客戶(電話/文字)，並處理線上平台客服相關問題。 3. 檔期行銷活動推廣及參加辦法說明。 《完整培訓期》為期約3個月-國際金融專業、客服表達及文字邏輯、平台系統模擬操作 本薪+新人獎勵金5,000(出勤正常+評測合格)，期間上班時間固定為09:00-18:00。 《上線專業服務》 客服正式上線後(需通過專業測定)，月平均薪資達35,000~70,000，配合公司業務輪值早、晚、夜班(夜班每月只需約3-4天，提供夜班津貼)。 ※完整的專業國際金融相關訓練、透明的考核升遷制度。 ※提供優於業界的客服服務考核獎金及績效獎金，無需加班或主動銷售。 ※休假彈性(每月約8-10天)，視當月國定假日天數而定。",台北市松山區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/86025532/
2020-06-01,❤薪優福利佳❤財會人員(龍潭),訊憶科技股份有限公司,桃園市龍潭區中原路,"26,000","1.帳務處理2.辦理銀行存款、提款、匯款、轉帳作業。3.執行一般現金收付作業。4.應收/應付作業。5.資金安排等。6.主管交辦事項。要求條件 ● 財務金融學類,會計學類,企業管理學類 相關科系 ● 擁有 輕型機車,普通小型車,普通重機車 駕照",桃園市龍潭區,2年工作經驗以上,"高中職,專科,大學",https://www.1111.com.tw/job/79771699/
2020-06-02,經營管理主管,梅華精密工業股份有限公司,台中市大里區泉水街,面議（經常性薪資4萬/月含以上）,1.研擬營運計劃及年度專案規劃。2.建立高效能的經營團隊、執行與追踪營運績效管理目標。3.提供營運戰略、發展策略並推動各部門短、中、長期經營策略規劃。4.積極負責的責任感與執行力。5.跨部門溝通/資源整合與協調。6.協助國內外銷售事務聯繫與整合，適時分析、調整及擬定策略計畫。,台中市大里區,5年工作經驗以上,不拘,https://www.1111.com.tw/job/86003689/
2020-06-03,行政支援類 - 集團財務管理師【高雄】,日月光半導體製造股份有限公司,高雄市楠梓區加工區經三路,"26,000","1. 日常資金調度，借款作業。2. 銀行額度申請，續約及管理。3. 關係企業間資金貸與作業及規劃。4. 集團投資規劃及管理。*加班費與獎金另計*要求條件 ● 財務金融學類,會計學類 相關科系 ● TOEIC Bridge 專業憑證",高雄市楠梓區,2年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/75711528/
2020-06-03,帳務提醒專員,裕邦信用管理顧問股份有限公司,新北市板橋區三民路,"26,000",處理銀行信用卡逾期帳款提醒，純內勤話務工作，可學習法律相關知識,新北市板橋區,半年工作經驗以上,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/36287931/
2020-06-01,汽車貸款 業務,永昇租賃有限公司,汽車貸款,"23,800","※ 請直接來電詢問 : 0921-063-185 小美誠徵 汽車貸款 外務業務人員必需有 汽車駕照 - 需信用正常(銀行)工作性質: 常出差 晚上 假日 需待命1. 具 汽車貸款 相關行業.經驗 一年以上者佳。2. 主動積極、有耐心 及 有良好溝通技巧 者佳。3. 對金融產品之銷售 有興趣者。4. 口齒清新流暢，歡迎挑戰高薪者 加入 我們5. 招攬客戶(車行)6. 車牌 查詢 年限 車價7. 試算貸款額度8. 請客人寫申請書9. 資料齊全送件審理10.過件約對保(未過件，告知解套方式.覆核)本公司☘️ 汽車貸款-經銷工作內容:1. 能獨立 跑 台中. 彰化 中古車行 拜訪2. 能 配合 客戶 對保 時間3. 細心.用心.有心 - 去 完成 老闆 / 主管 交代事項4. 去 國稅局 申請 資料5. 去 勞保局 申請 資料6. 會使用 電腦 查詢 資料7. 對保文件準備 與 審查8. 處理有關 客戶貸款諮詢9. 案件結清(含 塗銷+設定) 跑 監理站工作LINE 待命時間 :9:00-21:00要求條件 ● 擁有 輕型機車,普通小型車 駕照",台中市南區,經驗不拘,不拘,https://www.1111.com.tw/job/85951523/
2020-06-02,代書／地政士 ,迦南地政士事務所,新北市樹林區桃子腳路,面議（經常性薪資4萬/月含以上）,"1.協助辦理買賣過戶、繼承、贈與等相關業務。2.需至地政、戶政、稅捐機關、金融機關等，申請收送文件。3.協助整理文件。4.需配合公司完整培訓。5.無經驗佳。要求條件 ● 普考地政士 專業憑證 ● 擁有 普通小型車,普通重機車 駕照",新北市板橋區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/91128517/
2020-06-03,資深法務人員,華南永昌綜合證券股份有限公司,台北市松山區民生東路,面議（經常性薪資4萬/月含以上）,1.合約審閱及草擬。2.訴訟、非訟案件處理、訴訟文件撰寫、訴訟案件承辦。3.規章修訂及草擬。4.法務事務處理。5.處理主管交辦事項。要求條件 ● 法律學門 相關科系,台北市松山區,1年工作經驗以上,"大學,碩士",https://www.1111.com.tw/job/91487432/
2020-06-02,財務特助(派駐大陸) ,凌群電腦股份有限公司,台北市萬華區峨嵋街,面議（經常性薪資4萬/月含以上）,"1.會計務帳務作業2.財務報表編制3.銀行資金規劃、調度、管理4.預算作業、編制與分析5.其他財務專案或主管交辦事項要求條件 ● 財務金融學類,一般商業學類,會計學類 相關科系",廣東省深圳市,5年工作經驗以上,大學,https://www.1111.com.tw/job/91197240/
2020-06-02,出納儲備幹部,台灣愛巴士交通聯盟-漢程汽車客運股份有限公司,仁友客運|中鹿客運|中南客運|漢程客運,"30,000","1.負責資金調度、管理公司各項費用、審核帳務及財務報表分析、提供並分析其他管理決策所需之會計資訊。2.整合財會資源及作業流程。3.公司一般現金收付作業、出納科目資料登入等。4.結算廠商請款支票付款作業。5.辦理現金及銀行往來事項。6.審核各項費用單據及相關帳務處理。7.核對儲存現金與記錄是否相符合。8.管理零用金異動及撥補作業。9.銀行存款收支日報表審核。10.公司人員薪資結算、核發。11. 銀行融資作業辦理。12. 主管交辦事項。13.上班地點：台南市新營區。要求條件 ● 會計學類,財務金融學類 相關科系",台南市新營區,5年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/80228454/
2020-06-02,會計,詠聖實業有限公司,台中市西屯區環中路,"26,000","1.辦理銀行現金存款、提款、匯款、轉帳作業。2.執行一般現金收付作業。3.核對儲存現金與記錄是否相符合。4.有相關產業會計經驗尤佳。要求條件 ● 財務金融學類,會計學類 相關科系",台中市西屯區,無工作經驗可,"高中職,專科,大學",https://www.1111.com.tw/job/91503473/
2020-06-05,會計/總務/人事,泰力電科技股份有限公司,新北市新莊區化成路113巷,"28,000",1.處理財務、總務、人事等相關事宜。  2.處理進貨作業。3. 完成主管交辦事項。要求條件 ● 擁有 輕型機車 駕照 ● 自備 輕型機車,新北市新莊區,經驗不拘,"專科,大學",https://www.1111.com.tw/job/91469146/
2020-06-02,會計行政助理(南崁),菖鼎科技股份有限公司,桃園市楊梅區獅一路,"25,000","1.一般行政庶務2.文書處理3.簡單會計帳4.主管交辦庶務5.進銷庫存登錄要求條件 ● 擁有 輕型機車,普通重機車 駕照 ● 自備 輕型機車,普通重機車",桃園市蘆竹區,經驗不拘,"高中職,專科,大學,碩士,博士",https://www.1111.com.tw/job/79761924/
2020-06-02,軟體工程師(金控1),凌群電腦股份有限公司,台北市萬華區峨嵋街,"28,000","金融相關軟體開發※薪資依學經歷敘薪要求條件 ● 資訊管理學類,電機工程學類,電子工程學類 相關科系",台北市萬華區,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/84877957/
2020-06-04,估算會計人員,永貿工程行,台中市后里區舊圳路,"24,000","1.進行工程項目及請款、設計估價的工作。2.辦理銀行現金存款、提款、匯款、轉帳作業。3.執行一般現金收付作業。4.有營造業相關經驗尤佳。要求條件 ● 一般商業學類,會計學類,財政學類 相關科系",台中市后里區,經驗不拘,不拘,https://www.1111.com.tw/job/91467979/
2020-06-05,2020日盛企業MA儲備幹部,日盛國際租賃股份有限公司,台北市中山區松江路,面議（經常性薪資4萬/月含以上）,"日盛MA計畫主要為招募與培訓具備日盛租賃所秉持「人、禮、誠、學、心」五大服務理念之金融專業人才，期許員工以人為本，以禮為念，待人處事以真誠為向，鼓勵持續進學，精進專業知能，從心出發替客戶設想，善盡社會責任。 加入日盛MA計畫，未來將接受公司內、外勤不同單位之培訓及實習，包含企金業務、審查、債權管理、業務管理等四大面向，提供您成為全方位企業金融專業人才。此外，將會有完整的管理、語文的培訓計畫，讓您在日盛不只能成為專業的管理者，更是具國際化的金融專家。加入日盛MA，您將擁有一個圓夢的機會 【成功圓夢四部曲】1.企金文件流程及審查制度深入研討與實作2.開發區域內潛在客戶及約訪3.徵信報告撰寫及簽約對保4.談判議價與銷售締結 完成在台灣的訓練後，您將有機會外派至中國大陸或東協國家。要求條件 ● 商業及管理學門,經濟學類 相關科系 ● 擁有 普通小型車 駕照",台北市中山區,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/91433102/
2020-06-04,"記帳員,會計助理",群展會計師事務所,台南市東區崇善十五街33巷,"23,800","1.製作帳務報表2行政庶務 3.沖銷帳 4.核帳 5.有記帳士事務所經驗者尤佳要求條件 ● 會計學類,一般商業學類,財務金融學類 相關科系薪資依經驗調整要求條件 ● 一般商業學類,會計學類,財政學類 相關科系",台南市東區,經驗不拘,不拘,https://www.1111.com.tw/job/91498688/
2020-06-05,會計主管,聚仁建設有限公司,高雄市鼓山區大順一路,"35,000","1.需具建設公司經驗者2.有代銷公司經驗者尤佳3.營業稅申報及外帳處理4.提供相關管理報表5.辦理銀行現金存款、提款、匯款、轉帳作業要求條件 ● 會計學類,財務金融學類 相關科系",高雄市鼓山區,5年工作經驗以上,"專科,大學",https://www.1111.com.tw/job/91500848/
2020-06-01,市場開發經理-台北,臺灣金隆科技股份有限公司,im.B借貸媒合平台,面議（經常性薪資4萬/月含以上）,1.必須具備金融業、投資理財相關背景及專業知識。2.口齒清晰、反應靈敏，擅長與人溝通，形象良好。3.具備能獨立完成教案或說明會宣傳方案的能力（面試時可攜帶作品說明）。3.各地商業模式說明會、各項訓練課程之規劃、授課，能接受出差及晚上/假日時間排班。4.業務教育訓練規劃、執行與管理，建立人員學習發展職能。5.負責業務人員培訓、銷售技巧演練相關事項。6.具備市場銷售能力、協同行銷人員規劃市場開發行銷策略及執行。7.其他主管交辦事項。,台北市松山區,5年工作經驗以上,"大學,碩士,博士",https://www.1111.com.tw/job/91485907/
2020-06-01,財務專員,無敵科技股份有限公司,無敵、BESTA,面議（經常性薪資4萬/月含以上）,1.須具備財務出納及會計相關事務經驗，能獨立處理日常相關帳務。2.細心耐心，具數字敏感度及解決問題善溝通的能力。3.銀行往來業務、應收付帳務處理、銀行授信.保險等相關事宜.4.股務相關事宜、協助議事手冊及董事會事務及相關事項之公告申報.5.主管交辦事項.6.有會計師事務所經驗者尤佳.要求條件 ● 商業及管理學門 相關科系,台北市士林區,2年工作經驗以上,大學,https://www.1111.com.tw/job/91499700/
2020-06-05,財會助理,鴻來企業股份有限公司,台北市士林區文林路,"25,000","1.會計帳務及營業稅處理。2.處理與銀行事務有關之事務。3.處理主管交辦事項。4.面試人員有會計師事務所經驗者尤佳。要求條件 ● 財務金融學類,會計學類,企業管理學類 相關科系",台北市士林區,1年工作經驗以上,"專科,大學",https://www.1111.com.tw/job/76537963/
2020-06-05,餐飲-會計人員,三商餐飲股份有限公司,"品川蘭,BANCO,拿坡里披薩,三商巧福,鮮五丼,福勝亭","28,000",1.門市帳務核對、每日匯款彙總及處理2.進項發票key in及核對3.費用請款4.各項支付帳務沖銷5.銀行調節表6.其他主管交辦事項要求條件 ● 財務金融學類 相關科系,台北市中山區,2年工作經驗以上,"專科,大學",https://www.1111.com.tw/job/86011929/
2020-06-02,Php開發工程師,VIRON,東南亞菲律賓Yuchengco Tower 1 RCBC Plaza Ayala Ave. Makati City,"150,000",負責互聯網各項目的開發，尤其是金融和遊戲產業。,東南亞菲律賓,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/91249920/
2020-06-05,會計專員,慶豐食品廠,雲林縣元長鄉西莊村18號,"23,800","1.應收帳款跟催與傳票2.立沖帳 / 電子發票開立 / 銀行往來傳票3.各項調節表4.實帳戶餘額表等報表編列5.協助會計作業6.主管交辦事項要求條件 ● 一般商業學類,會計學類,財務金融學類 相關科系 ● 擁有 輕型機車 駕照",雲林縣元長鄉,1年工作經驗以上,"專科,大學,碩士,博士",https://www.1111.com.tw/job/80248186/
2020-06-01,銷售助理薪獎36000元起,東森房屋-聯合徵才專區,東森房屋,面議（經常性薪資4萬/月含以上）,"1.不動產之土地、房屋、廠辦、商辦、租賃、買賣。2.網路配對行銷、產品定位、學習銷售。買賣過程、履約保証安全交易、拓展人脈。3.不動產投資、理財、規劃、置產、收租。銀行貸款承辦、過户資料了觧。4.對銷售學有興趣者、無經驗可、公司負責培訓、取得不動産營業員証照。要求條件 ● 擁有 輕型機車,普通重機車 駕照 ● 自備 輕型機車,普通重機車",高雄市左營區,經驗不拘,不拘,https://www.1111.com.tw/job/79667653/
2020-06-05,財會人員(夜校生可),台灣維富實業股份有限公司,台北市內湖區港墘路,"23,800","1.公司一般現金收付作業、出納科目資料登入等2.會計傳票帳務作業、結算廠商請款付款作業3.支援財會業務4.銀行作業要求條件 ● 財務金融學類,會計學類 相關科系",台北市內湖區,經驗不拘,"大學,碩士,博士",https://www.1111.com.tw/job/85995939/
2020-06-02,財會助理,金冠隆營造有限公司,新竹市北區東大路,"25,000","1.製作帳務報表2.會計部門的行政庶務3.協助會計處理銀行事務要求條件 ● 一般商業學類,會計學類,其他商業及管理學類 相關科系",新竹市北區,經驗不拘,"專科,大學,碩士,博士",https://www.1111.com.tw/job/80037321/
